ConfusingCeleste,80,0,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,112,0,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,192,48,0,0,16,16,0,1,1,4294967295
ConfusingCeleste,208,48,144,0,16,16,0,1,1,4294967295
ConfusingCeleste,208,64,144,144,16,16,0,1,1,4294967295
ConfusingCeleste,192,64,0,144,16,16,0,1,1,4294967295
ConfusingCeleste,144,144,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,176,144,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,144,176,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,176,176,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,0,240,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,32,240,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,0,272,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,32,272,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,704,160,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,736,160,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,704,224,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,736,224,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,528,256,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,592,256,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,528,288,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,592,288,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,560,256,64,0,32,32,0,1,1,4294967295
ConfusingCeleste,560,288,64,128,32,32,0,1,1,4294967295
ConfusingCeleste,704,192,0,64,32,32,0,1,1,4294967295
ConfusingCeleste,736,192,128,64,32,32,0,1,1,4294967295
ConfusingCeleste,464,448,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,496,448,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,464,480,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,496,480,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,672,544,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,704,544,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,672,576,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,704,576,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,688,384,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,720,384,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,688,416,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,720,416,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,368,320,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,400,320,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,368,352,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,400,352,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,400,256,0,64,32,32,0,1,1,4294967295
ConfusingCeleste,432,256,128,64,32,32,0,1,1,4294967295
ConfusingCeleste,400,224,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,432,224,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,400,288,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,432,288,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,288,480,0,64,32,32,0,1,1,4294967295
ConfusingCeleste,320,480,128,64,32,32,0,1,1,4294967295
ConfusingCeleste,288,448,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,320,448,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,288,512,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,320,512,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,64,480,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,96,480,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,64,512,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,96,512,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,240,80,0,0,32,32,0,1,1,4294967295
ConfusingCeleste,304,144,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,304,112,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,272,80,128,0,32,32,0,1,1,4294967295
ConfusingCeleste,240,112,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,272,144,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,288,128,208,48,16,16,0,1,1,4294967295
ConfusingCeleste,272,128,256,48,16,16,0,1,1,4294967295
ConfusingCeleste,272,112,256,96,16,16,0,1,1,4294967295
ConfusingCeleste,288,112,208,96,16,16,0,1,1,4294967295
ConfusingCeleste,592,32,144,0,16,48,0,1,1,4294967295
ConfusingCeleste,592,80,144,48,16,48,0,1,1,4294967295
ConfusingCeleste,592,128,144,128,16,32,0,1,1,4294967295
ConfusingCeleste,576,32,0,0,16,112,0,1,1,4294967295
ConfusingCeleste,576,144,0,144,16,16,0,1,1,4294967295
ConfusingCeleste,720,0,0,128,32,32,0,1,1,4294967295
ConfusingCeleste,752,0,128,128,32,32,0,1,1,4294967295
ConfusingCeleste,112,304,0,0,80,16,0,1,1,4294967295
ConfusingCeleste,192,304,144,0,16,16,0,1,1,4294967295
ConfusingCeleste,192,320,144,48,16,32,0,1,1,4294967295
ConfusingCeleste,192,352,144,144,16,16,0,1,1,4294967295
ConfusingCeleste,176,352,0,144,16,16,0,1,1,4294967295
ConfusingCeleste,112,320,0,144,16,16,0,1,1,4294967295
ConfusingCeleste,176,320,256,48,16,16,0,1,1,4294967295
ConfusingCeleste,128,320,192,144,32,16,0,1,1,4294967295
ConfusingCeleste,160,320,224,144,16,16,0,1,1,4294967295
ConfusingCeleste,176,336,0,80,16,16,0,1,1,4294967295
ConfusingCeleste,-16,368,0,0,16,16,0,1,1,4294967295
ConfusingCeleste,0,368,144,0,16,16,0,1,1,4294967295
ConfusingCeleste,0,384,144,144,16,16,0,1,1,4294967295
ConfusingCeleste,-16,384,0,144,16,16,0,1,1,4294967295
ConfusingCeleste,400,384,0,0,16,16,0,1,1,4294967295
ConfusingCeleste,416,384,144,0,16,16,0,1,1,4294967295
ConfusingCeleste,416,400,144,144,16,16,0,1,1,4294967295
ConfusingCeleste,400,400,0,144,16,16,0,1,1,4294967295
ConfusingCeleste,240,224,0,0,48,16,0,1,1,4294967295
ConfusingCeleste,288,224,144,0,16,16,0,1,1,4294967295
ConfusingCeleste,240,240,0,144,48,16,0,1,1,4294967295
ConfusingCeleste,288,240,144,144,16,16,0,1,1,4294967295
ConfusingCeleste,448,576,0,0,16,16,0,1,1,4294967295
ConfusingCeleste,464,576,144,0,16,16,0,1,1,4294967295
ConfusingCeleste,464,592,144,144,16,16,0,1,1,4294967295
ConfusingCeleste,448,592,0,144,16,16,0,1,1,4294967295
ConfusingCeleste,560,576,0,0,16,16,0,1,1,4294967295
ConfusingCeleste,576,576,144,0,16,16,0,1,1,4294967295
ConfusingCeleste,576,592,144,144,16,16,0,1,1,4294967295
ConfusingCeleste,560,592,0,144,16,16,0,1,1,4294967295
