object436,0,24,89E5BDD0,0,1,1,4294967295,0,1
DepthShaderReset,48,32,F1708347,0,1,1,4294967295,0,1
SavePointVeryHard,208,560,FF4E30DB,0,1,1,4294967295,0,0
SavePointVeryHard,288,496,E762F5EA,0,1,1,4294967295,0,0
SavePointVeryHard,608,256,1084CA59,0,1,1,4294967295,0,0
Warp,256,64,0ABD6427,0,1,1,4294967295,0,0
Block,224,480,D9595970,0,0.5,0.5,4294967295,0,0
Block,208,544,16FAB05B,0,1,0.5,4294967295,0,0
Block,176,480,EB4435BB,0,1.5,0.5,4294967295,0,0
Block,240,384,7EB5DA33,0,1,1,4294967295,0,0
Block,208,384,2791A487,0,1,0.5,4294967295,0,0
Block,240,320,09E61F90,0,0.5,2,4294967295,0,0
Block,96,320,77A4E9A3,0,1,1,4294967295,0,0
Block,96,432,8928114E,0,1,1,4294967295,0,0
Block,128,432,954BF215,0,1,1,4294967295,0,0
Block,96,464,9ACCAAF2,0,0.5,2,4294967295,0,0
Block,16,336,9950FB4A,0,1,1,4294967295,0,0
Block,208,592,34599805,0,1,0.5,4294967295,0,0
Block,16,272,26574E1D,0,1,1,4294967295,0,0
Block,16,304,183B024F,0,1,1,4294967295,0,0
Block,-16,240,62B03F6B,0,1,4,4294967295,0,0
Block,0,192,4C2FC759,0,0.5,1.5,4294967295,0,0
Block,16,192,43DA48DA,0,1.5,0.5,4294967295,0,0
Block,144,208,057FFF73,0,0.5,0.5,4294967295,0,0
Block,160,208,14424F3C,0,0.5,1,4294967295,0,0
Block,160,160,6E45805B,0,0.5,1.5,4294967295,0,0
Block,176,160,2C027B67,0,1,1,4294967295,0,0
Block,272,384,B7012A26,0,1,1,4294967295,0,0
Block,304,368,59C864F5,0,0.5,1.5,4294967295,0,0
Block,16,160,EFF77DA8,0,1,1,4294967295,0,0
Block,128,112,012A8349,0,1,1,4294967295,0,0
Block,160,144,38566750,0,1.5,0.5,4294967295,0,0
Block,224,208,5B5910D9,0,1,1,4294967295,0,0
Block,48,312,E30461F3,0,1,0.75,4294967295,0,0
Block,304,240,5FC20475,0,1,1,4294967295,0,0
Block,336,240,B41E3E21,0,1,1,4294967295,0,0
Block,336,272,426DFFB8,0,1,1,4294967295,0,0
Block,320,368,8B4E3167,0,0.5,0.5,4294967295,0,0
Block,336,448,0738EC2E,0,1,0.5,4294967295,0,0
Block,368,240,E80FFB44,0,0.5,7,4294967295,0,0
Block,272,416,94A9EBE3,0,0.5,6,4294967295,0,0
Block,288,528,2649D1AD,0,2,2.5,4294967295,0,0
Block,432,416,69272722,0,0.5,3,4294967295,0,0
Block,384,336,F0E12763,0,1,1,4294967295,0,0
Block,448,336,D2C5002D,0,0.5,3,4294967295,0,0
Block,368,560,CCDEEBDD,0,1,1,4294967295,0,0
Block,448,432,DAB7BF9C,0,2,2,4294967295,0,0
Block,512,432,EEF241BD,0,0.5,2.5,4294967295,0,0
Block,448,576,9DDC846E,0,2,1,4294967295,0,0
Block,528,432,DB93C00A,0,0.5,2.5,4294967295,0,0
Block,544,432,FA9A3556,0,1,0.5,4294967295,0,0
Block,384,320,D7B5AA27,0,2.5,0.5,4294967295,0,0
Block,560,384,6EE348A9,0,0.5,1.5,4294967295,0,0
Block,656,416,9AF1D078,0,1,1,4294967295,0,0
Block,576,512,6CEC569F,0,1,1,4294967295,0,0
Block,576,544,97B7372A,0,0.5,1,4294967295,0,0
Block,624,528,B8CA8687,0,1,1,4294967295,0,0
Block,640,560,60C91864,0,0.5,1.5,4294967295,0,0
Block,704,448,D8FD6E28,0,1.5,1,4294967295,0,0
Block,688,576,661B4BA0,0,1,1,4294967295,0,0
Block,656,576,E0CBEC2D,0,1,1,4294967295,0,0
Block,720,432,EE4DECC3,0,1,0.5,4294967295,0,0
Block,784,432,CECCDB06,0,1,1,4294967295,0,0
Block,656,368,7941DF3E,0,0.5,1.5,4294967295,0,0
Block,768,560,B3594AA0,0,1,1.5,4294967295,0,0
Block,752,432,D457EF1C,0,0.5,0.5,4294967295,0,0
Block,544,352,FDDDCBA5,0,1,0.5,4294967295,0,0
Block,560,368,690C8F07,0,0.5,0.5,4294967295,0,0
Block,608,288,55AC3782,0,1,0.5,4294967295,0,0
Block,464,384,B3A701E5,0,0.5,1.5,4294967295,0,0
Block,480,400,6AE1B923,0,1,1,4294967295,0,0
Block,496,256,2186F21C,0,1,1,4294967295,0,0
Block,432,288,9D0E0C52,0,1,1,4294967295,0,0
Block,496,224,69E73B15,0,1,1,4294967295,0,0
Block,656,208,BBCA0511,0,0.5,1.5,4294967295,0,0
Block,624,208,5E59536D,0,1,1,4294967295,0,0
Block,640,256,ABACD620,0,0.5,1.5,4294967295,0,0
Block,656,256,1BF486FA,0,0.5,1.5,4294967295,0,0
Block,592,112,A71ED75E,0,1,1,4294967295,0,0
Block,576,144,0D787306,0,0.5,1,4294967295,0,0
Block,704,192,E89BF6B7,0,0.5,1,4294967295,0,0
Block,704,160,892BC655,0,1,1,4294967295,0,0
Block,768,208,E84A32CA,0,1,1,4294967295,0,0
Block,752,240,7F87F1FF,0,1.5,1,4294967295,0,0
Block,704,128,B70ADE82,0,0.5,1,4294967295,0,0
Block,784,64,E0C3C669,0,0.5,2.5,4294967295,0,0
Block,768,32,C6BFD80B,0,1,1,4294967295,0,0
Block,768,0,AD1424DB,0,1,1,4294967295,0,0
Block,688,96,DBA3F334,0,1,1,4294967295,0,0
Block,528,16,592F491E,0,1,1,4294967295,0,0
Block,448,112,759068F9,0,1,1,4294967295,0,0
Block,288,0,B5DDEA45,0,1,2.5,4294967295,0,0
Block,320,64,4985257B,0,1,0.5,4294967295,0,0
Block,288,80,4D83B505,0,2,0.5,4294967295,0,0
Block,320,208,CEE104D4,0,2,1,4294967295,0,0
Block,256,144,2308EFD6,0,1,1,4294967295,0,0
Block,240,144,EABF973E,0,0.5,2,4294967295,0,0
Block,400,32,C0041592,0,0.5,0.5,4294967295,0,0
Block,352,-16,1CEC029F,0,1,1,4294967295,0,0
Block,384,0,976E8E3D,0,1,1,4294967295,0,0
Block,160,112,D80003FA,0,1,1,4294967295,0,0
Block,160,80,ADB25738,0,1,1,4294967295,0,0
Block,160,48,0C1EB049,0,1,1,4294967295,0,0
Block,160,16,14F4C014,0,1,1,4294967295,0,0
Block,160,-16,CD349C6C,0,1,1,4294967295,0,0
Block,192,0,50F4A520,0,3,2,4294967295,0,0
Block,192,64,4FFED1B7,0,0.5,2.5,4294967295,0,0
Block,256,416,6B28591C,0,0.5,1,4294967295,0,0
Water3,192,448,F608739F,0,1,1,4294967295,0,0
Water2,176,368,21583F23,0,0.5,1,4294967295,0,0
Water3,192,368,CAEC4E04,0,1.5,0.5,4294967295,0,0
CatharsisWater,96,352,D4907A3E,0,1,2.5,4294967295,0,0
Water2,176,496,2F0BDE54,0,0.5,1.75,4294967295,0,0
CatharsisWater,192,224,0244B697,0,0.5,2.5,4294967295,0,0
CatharsisWater,208,224,AD5C0FB8,0,0.5,3,4294967295,0,0
Water2,400,432,6A4B7E11,0,1,0.5,4294967295,0,0
CatharsisWater,400,368,EDF135B5,0,1,2,4294967295,0,0
Water1,512,576,D90BDAB8,0,1,1,4294967295,0,0
